Organ Transplantation Center Service Type Description,OTC Code,Organ Transplantation Center Type,OTC Name,OTC Address,OTC City,ZIP Code,Organ Transplantation Center Telephone Number,Organ Transplantation Center URL,Organ Procurement Organization Provider Number,Organ Procurement Organization Name,Organ Procurement Organization Address,Organ Procurement Organization City,Organ Procurement Organization State Abbreviation,Organ Procurement Organization State Name,Organ Procurement Organization Postal Code,Organ Procurement Organization Telephone Number,Organ Procurement Organization URL,State and County Federal Information Processing Standard Code,County or County Equivalent Federal Information Processing Standard Code,Complete County Name,County Equivalent Name,County Description,HHS Region Code,HHS Region Name,State FIPS Code,State Name,State Abbreviation,U.S. - Mexico Border County Indicator,U.S. - Mexico Border 100 Kilometer Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,OTC Service List,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate,Common Region Code,Common Region Name,Common State Name,Common State Abbreviation,Common State FIPS Code,Common State County FIPS Code,Common County Name,Common City Name with State Abbreviation,Common Congressional District Name,Common Congress Number Text,Common State FIPS Code Congressional District Number,Common Postal Code,Organ Transplantation Center Program URL
Kidney,TNPV,TX1,Centennial Medical Center,2300 Patterson St,Nashville,37203,615-342-1000,http://www.centennialmedctr.com,44P001,Tennessee Donor Services,1714 Hayes St,Nashville,TN,Tennessee,37203-3013,615-234-5251,http://tds.dcids.org/,47037,37,Davidson County,Davidson,County            ,4,Region IV,47,Tennessee,TN,N,N,10/25/18,10/25/18, Kidney,-86.80778449,36.15285275,4,Region IV,Tennessee,TN,47,47037,"Davidson County, TN","Nashville, TN",Tennessee District 05,115,4705,37203,https://www.srtr.org/transplant-centers/centennial-medical-center-tnpv/
Kidney,TNST,TX1,Saint Thomas Hospital,4220 Harding Pike,Nashville,37205,615-222-2111,http://www.sth.org,44P001,Tennessee Donor Services,1714 Hayes St,Nashville,TN,Tennessee,37203-3013,615-234-5251,http://tds.dcids.org/,47037,37,Davidson County,Davidson,County            ,4,Region IV,47,Tennessee,TN,N,N,10/25/18,10/25/18," Heart, Kidney",-86.84342481,36.12781847,4,Region IV,Tennessee,TN,47,47037,"Davidson County, TN","Nashville, TN",Tennessee District 05,115,4705,37205,https://www.srtr.org/transplant-centers/saint-thomas-hospital-tnst/
Heart,TNST,TX1,Saint Thomas Hospital,4220 Harding Pike,Nashville,37205,615-222-2111,http://www.sth.org,44P001,Tennessee Donor Services,1714 Hayes St,Nashville,TN,Tennessee,37203-3013,615-234-5251,http://tds.dcids.org/,47037,37,Davidson County,Davidson,County            ,4,Region IV,47,Tennessee,TN,N,N,10/25/18,10/25/18," Heart, Kidney",-86.84342481,36.12781847,4,Region IV,Tennessee,TN,47,47037,"Davidson County, TN","Nashville, TN",Tennessee District 05,115,4705,37205,https://www.srtr.org/transplant-centers/saint-thomas-hospital-tnst/
Kidney,TNUK,TX1,University of Tennessee Medical Center at Knoxville,1924 Alcoa Hwy,Knoxville,37920,865-305-9000,http://www.utmedicalcenter.org/,44P001,Tennessee Donor Services,1714 Hayes St,Nashville,TN,Tennessee,37203-3013,615-234-5251,http://tds.dcids.org/,47093,93,Knox County,Knox,County            ,4,Region IV,47,Tennessee,TN,N,N,10/25/18,10/25/18, Kidney,-83.94882794,35.93927951,4,Region IV,Tennessee,TN,47,47093,"Knox County, TN","Knoxville, TN",Tennessee District 02,115,4702,37920,https://www.srtr.org/transplant-centers/university-of-tennessee-medical-center-at-knoxville-tnuk/
Kidney,TNVU,TX1,Vanderbilt University Medical Center and Nashville VA Medical Center,1211 22nd Ave,Nashville,37232,615-936-0388,http://www.mc.vanderbilt.edu/,44P001,Tennessee Donor Services,1714 Hayes St,Nashville,TN,Tennessee,37203-3013,615-234-5251,http://tds.dcids.org/,47037,37,Davidson County,Davidson,County            ,4,Region IV,47,Tennessee,TN,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-86.80181148,36.13863373,4,Region IV,Tennessee,TN,47,47037,"Davidson County, TN","Nashville, TN",Tennessee District 05,115,4705,37232,https://www.srtr.org/transplant-centers/vanderbilt-university-medical-center-and-nashville-va-medical-center-tnvu/
Pancreas,TNVU,TX1,Vanderbilt University Medical Center and Nashville VA Medical Center,1211 22nd Ave,Nashville,37232,615-936-0388,http://www.mc.vanderbilt.edu/,44P001,Tennessee Donor Services,1714 Hayes St,Nashville,TN,Tennessee,37203-3013,615-234-5251,http://tds.dcids.org/,47037,37,Davidson County,Davidson,County            ,4,Region IV,47,Tennessee,TN,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-86.80181148,36.13863373,4,Region IV,Tennessee,TN,47,47037,"Davidson County, TN","Nashville, TN",Tennessee District 05,115,4705,37232,https://www.srtr.org/transplant-centers/vanderbilt-university-medical-center-and-nashville-va-medical-center-tnvu/
Liver,TNVU,TX1,Vanderbilt University Medical Center and Nashville VA Medical Center,1211 22nd Ave,Nashville,37232,615-936-0388,http://www.mc.vanderbilt.edu/,44P001,Tennessee Donor Services,1714 Hayes St,Nashville,TN,Tennessee,37203-3013,615-234-5251,http://tds.dcids.org/,47037,37,Davidson County,Davidson,County            ,4,Region IV,47,Tennessee,TN,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-86.80181148,36.13863373,4,Region IV,Tennessee,TN,47,47037,"Davidson County, TN","Nashville, TN",Tennessee District 05,115,4705,37232,https://www.srtr.org/transplant-centers/vanderbilt-university-medical-center-and-nashville-va-medical-center-tnvu/
Heart,TNVU,TX1,Vanderbilt University Medical Center and Nashville VA Medical Center,1211 22nd Ave,Nashville,37232,615-936-0388,http://www.mc.vanderbilt.edu/,44P001,Tennessee Donor Services,1714 Hayes St,Nashville,TN,Tennessee,37203-3013,615-234-5251,http://tds.dcids.org/,47037,37,Davidson County,Davidson,County            ,4,Region IV,47,Tennessee,TN,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-86.80181148,36.13863373,4,Region IV,Tennessee,TN,47,47037,"Davidson County, TN","Nashville, TN",Tennessee District 05,115,4705,37232,https://www.srtr.org/transplant-centers/vanderbilt-university-medical-center-and-nashville-va-medical-center-tnvu/
Lung,TNVU,TX1,Vanderbilt University Medical Center and Nashville VA Medical Center,1211 22nd Ave,Nashville,37232,615-936-0388,http://www.mc.vanderbilt.edu/,44P001,Tennessee Donor Services,1714 Hayes St,Nashville,TN,Tennessee,37203-3013,615-234-5251,http://tds.dcids.org/,47037,37,Davidson County,Davidson,County            ,4,Region IV,47,Tennessee,TN,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-86.80181148,36.13863373,4,Region IV,Tennessee,TN,47,47037,"Davidson County, TN","Nashville, TN",Tennessee District 05,115,4705,37232,https://www.srtr.org/transplant-centers/vanderbilt-university-medical-center-and-nashville-va-medical-center-tnvu/
Kidney,TNVU,VA1,Nashville Veterans Administration Hospital,1310 24th Ave S,Nashville,37212,615-327-4751, ,44P001,Tennessee Donor Services,1714 Hayes St,Nashville,TN,Tennessee,37203-3013,615-234-5251,http://tds.dcids.org/,47037,37,Davidson County,Davidson,County            ,4,Region IV,47,Tennessee,TN,N,N,10/25/18,10/25/18, Kidney,-86.80476702,36.14233404,4,Region IV,Tennessee,TN,47,47037,"Davidson County, TN","Nashville, TN",Tennessee District 05,115,4705,37212,https://www.srtr.org/transplant-centers/nashville-veterans-administration-hospital-tnvu/
Kidney,TXAS,TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,1400 8th Ave,Fort Worth,76104,817-922-4650,http://www.baylorhealth.com/PhysiciansLocations/AllSaints/SpecialtiesServices/Transplant/Pages/Default.aspx?cmpid=r_FortWorthTransplant,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48439,439,Tarrant County,Tarrant,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas, Pancreas Islet",-97.34377617,32.72976947,6,Region VI,Texas,TX,48,48439,"Tarrant County, TX","Fort Worth, TX",Texas District 12,115,4812,76104,https://www.srtr.org/transplant-centers/baylor-all-saints-medical-center-txas/
Pancreas,TXAS,TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,1400 8th Ave,Fort Worth,76104,817-922-4650,http://www.baylorhealth.com/PhysiciansLocations/AllSaints/SpecialtiesServices/Transplant/Pages/Default.aspx?cmpid=r_FortWorthTransplant,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48439,439,Tarrant County,Tarrant,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas, Pancreas Islet",-97.34377617,32.72976947,6,Region VI,Texas,TX,48,48439,"Tarrant County, TX","Fort Worth, TX",Texas District 12,115,4812,76104,https://www.srtr.org/transplant-centers/baylor-all-saints-medical-center-txas/
Pancreas Islet,TXAS,TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,1400 8th Ave,Fort Worth,76104,817-922-4650,http://www.baylorhealth.com/PhysiciansLocations/AllSaints/SpecialtiesServices/Transplant/Pages/Default.aspx?cmpid=r_FortWorthTransplant,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48439,439,Tarrant County,Tarrant,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas, Pancreas Islet",-97.34377617,32.72976947,6,Region VI,Texas,TX,48,48439,"Tarrant County, TX","Fort Worth, TX",Texas District 12,115,4812,76104,https://www.srtr.org/transplant-centers/baylor-all-saints-medical-center-txas/
Liver,TXAS,TX1,Baylor  Scott and White All Saints Medical Center-Fort Worth,1400 8th Ave,Fort Worth,76104,817-922-4650,http://www.baylorhealth.com/PhysiciansLocations/AllSaints/SpecialtiesServices/Transplant/Pages/Default.aspx?cmpid=r_FortWorthTransplant,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48439,439,Tarrant County,Tarrant,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas, Pancreas Islet",-97.34377617,32.72976947,6,Region VI,Texas,TX,48,48439,"Tarrant County, TX","Fort Worth, TX",Texas District 12,115,4812,76104,https://www.srtr.org/transplant-centers/baylor-all-saints-medical-center-txas/
Kidney,TXBC,TX1,"University Hospital, University of Texas Health Science Center",4502 Medical Dr,San Antonio,78229,210-358-4000,http://www.universitytransplantcenter.com/,45P004,Texas Organ Sharing Alliance,8122 Datapoint Dr Ste 200,San Antonio,TX,Texas,78229-3264,210-614-7030,http://www.txorgansharing.org,48029,29,Bexar County,Bexar,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Intestine, Kidney, Liver, Lung, Pancreas",-98.57909938,29.50998302,6,Region VI,Texas,TX,48,48029,"Bexar County, TX","San Antonio, TX",Texas District 21,115,4821,78229,https://www.srtr.org/transplant-centers/university-hospital-university-of-texas-health-science-center-txbc/
Pancreas,TXBC,TX1,"University Hospital, University of Texas Health Science Center",4502 Medical Dr,San Antonio,78229,210-358-4000,http://www.universitytransplantcenter.com/,45P004,Texas Organ Sharing Alliance,8122 Datapoint Dr Ste 200,San Antonio,TX,Texas,78229-3264,210-614-7030,http://www.txorgansharing.org,48029,29,Bexar County,Bexar,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Intestine, Kidney, Liver, Lung, Pancreas",-98.57909938,29.50998302,6,Region VI,Texas,TX,48,48029,"Bexar County, TX","San Antonio, TX",Texas District 21,115,4821,78229,https://www.srtr.org/transplant-centers/university-hospital-university-of-texas-health-science-center-txbc/
Liver,TXBC,TX1,"University Hospital, University of Texas Health Science Center",4502 Medical Dr,San Antonio,78229,210-358-4000,http://www.universitytransplantcenter.com/,45P004,Texas Organ Sharing Alliance,8122 Datapoint Dr Ste 200,San Antonio,TX,Texas,78229-3264,210-614-7030,http://www.txorgansharing.org,48029,29,Bexar County,Bexar,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Intestine, Kidney, Liver, Lung, Pancreas",-98.57909938,29.50998302,6,Region VI,Texas,TX,48,48029,"Bexar County, TX","San Antonio, TX",Texas District 21,115,4821,78229,https://www.srtr.org/transplant-centers/university-hospital-university-of-texas-health-science-center-txbc/
Intestine,TXBC,TX1,"University Hospital, University of Texas Health Science Center",4502 Medical Dr,San Antonio,78229,210-358-4000,http://www.universitytransplantcenter.com/,45P004,Texas Organ Sharing Alliance,8122 Datapoint Dr Ste 200,San Antonio,TX,Texas,78229-3264,210-614-7030,http://www.txorgansharing.org,48029,29,Bexar County,Bexar,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Intestine, Kidney, Liver, Lung, Pancreas",-98.57909938,29.50998302,6,Region VI,Texas,TX,48,48029,"Bexar County, TX","San Antonio, TX",Texas District 21,115,4821,78229,https://www.srtr.org/transplant-centers/university-hospital-university-of-texas-health-science-center-txbc/
Lung,TXBC,TX1,"University Hospital, University of Texas Health Science Center",4502 Medical Dr,San Antonio,78229,210-358-4000,http://www.universitytransplantcenter.com/,45P004,Texas Organ Sharing Alliance,8122 Datapoint Dr Ste 200,San Antonio,TX,Texas,78229-3264,210-614-7030,http://www.txorgansharing.org,48029,29,Bexar County,Bexar,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Intestine, Kidney, Liver, Lung, Pancreas",-98.57909938,29.50998302,6,Region VI,Texas,TX,48,48029,"Bexar County, TX","San Antonio, TX",Texas District 21,115,4821,78229,https://www.srtr.org/transplant-centers/university-hospital-university-of-texas-health-science-center-txbc/
Kidney,TXCF,TX1,Cook Children's Medical Center,801 7th Ave,Fort Worth,76104,682-885-4000,http://www.cookchildrens.org,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48439,439,Tarrant County,Tarrant,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18, Kidney,-97.3419613,32.73648969,6,Region VI,Texas,TX,48,48439,"Tarrant County, TX","Fort Worth, TX",Texas District 12,115,4812,76104,https://www.srtr.org/transplant-centers/cook-childrens-medical-center-txcf/
Kidney,TXCM,TX1,Children's Medical Center of Dallas,1935 Medical District Dr,Dallas,75235,214-456-7000,http://www.childrens.com,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas",-96.83620139,32.80886417,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,https://www.srtr.org/transplant-centers/childrens-medical-center-of-dallas-txcm/
Pancreas,TXCM,TX1,Children's Medical Center of Dallas,1935 Medical District Dr,Dallas,75235,214-456-7000,http://www.childrens.com,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas",-96.83620139,32.80886417,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,https://www.srtr.org/transplant-centers/childrens-medical-center-of-dallas-txcm/
Liver,TXCM,TX1,Children's Medical Center of Dallas,1935 Medical District Dr,Dallas,75235,214-456-7000,http://www.childrens.com,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas",-96.83620139,32.80886417,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,https://www.srtr.org/transplant-centers/childrens-medical-center-of-dallas-txcm/
Intestine,TXCM,TX1,Children's Medical Center of Dallas,1935 Medical District Dr,Dallas,75235,214-456-7000,http://www.childrens.com,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas",-96.83620139,32.80886417,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,https://www.srtr.org/transplant-centers/childrens-medical-center-of-dallas-txcm/
Heart,TXCM,TX1,Children's Medical Center of Dallas,1935 Medical District Dr,Dallas,75235,214-456-7000,http://www.childrens.com,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas",-96.83620139,32.80886417,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 30,115,4830,75235,https://www.srtr.org/transplant-centers/childrens-medical-center-of-dallas-txcm/
Heart,TXCT,TX1,Seton Medical Center Austin,1201 W 38th St,Austin,78705,512-681-0500,http://www.seton.net/locations/smc/,45P004,Texas Organ Sharing Alliance,8122 Datapoint Dr Ste 200,San Antonio,TX,Texas,78229-3264,210-614-7030,http://www.txorgansharing.org,48453,453,Travis County,Travis,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18, Heart,-97.74556475,30.30627331,6,Region VI,Texas,TX,48,48453,"Travis County, TX","Austin, TX",Texas District 25,115,4825,78705,https://www.srtr.org/transplant-centers/seton-medical-center-txct/
Kidney,TXDC,TX1,Driscoll Children's Hospital,3533 S Alameda St,Corpus Christi,78411,361-694-5600,http://www.driscollchildrens.org/,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48355,355,Nueces County,Nueces,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18, Kidney,-97.38500839,27.74927199,6,Region VI,Texas,TX,48,48355,"Nueces County, TX","Corpus Christi, TX",Texas District 27,115,4827,78411,https://www.srtr.org/transplant-centers/driscoll-childrens-hospital-txdc/
Kidney,TXDM,TX1,North Austin Medical Center,12221 N Mo Pac Expy,Austin,78758,512-901-1000,http://www.northaustin.com,45P004,Texas Organ Sharing Alliance,8122 Datapoint Dr Ste 200,San Antonio,TX,Texas,78229-3264,210-614-7030,http://www.txorgansharing.org,48453,453,Travis County,Travis,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18, Kidney,-97.70795621,30.41224504,6,Region VI,Texas,TX,48,48453,"Travis County, TX","Austin, TX",Texas District 17,115,4817,78758,https://www.srtr.org/transplant-centers/north-austin-medical-center-txdm/
Kidney,TXDR,TX1,Doctor's Hospital at Renaissance,5501 S Mccoll Rd,Edinburg,78539,956-362-8677,http://www.dhr-rgv.com,45P004,Texas Organ Sharing Alliance,8122 Datapoint Dr Ste 200,San Antonio,TX,Texas,78229-3264,210-614-7030,http://www.txorgansharing.org,48215,215,Hidalgo County,Hidalgo,County            ,6,Region VI,48,Texas,TX,Y,Y,10/25/18,10/25/18, Kidney,-98.20392302,26.25383652,6,Region VI,Texas,TX,48,48215,"Hidalgo County, TX","Edinburg, TX",Texas District 15,115,4815,78539,https://www.srtr.org/transplant-centers/doctors-hospital-at-renaissance-txdr/
Kidney,TXFW,TX1,Texas Health Harris Methodist Fort Worth Hospital,1301 Pennsylvania Ave,Fort Worth,76104,817-250-2000,https://www.texashealth.org/fortworth/Pages/Services/Kidney-Transplant-Program.aspx,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48439,439,Tarrant County,Tarrant,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18, Kidney,-97.3389825,32.73843047,6,Region VI,Texas,TX,48,48439,"Tarrant County, TX","Fort Worth, TX",Texas District 12,115,4812,76104,https://www.srtr.org/transplant-centers/texas-health-harris-methodist-fort-worth-hospital-txfw/
Kidney,TXHD,TX1,Medical City Dallas Hospital,7777 Forest Ln,Dallas,75230,972-566-7199,http://www.medicalcityhospital.com,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Pancreas",-96.77178167,32.90947879,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 32,115,4832,75230,https://www.srtr.org/transplant-centers/medical-city-dallas-hospital-txhd/
Pancreas,TXHD,TX1,Medical City Dallas Hospital,7777 Forest Ln,Dallas,75230,972-566-7199,http://www.medicalcityhospital.com,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Pancreas",-96.77178167,32.90947879,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 32,115,4832,75230,https://www.srtr.org/transplant-centers/medical-city-dallas-hospital-txhd/
Heart,TXHD,TX1,Medical City Dallas Hospital,7777 Forest Ln,Dallas,75230,972-566-7199,http://www.medicalcityhospital.com,45P002,Southwest Transplant Alliance,3710 Rawlins St Ste 1100,Dallas,TX,Texas,75219-6405,214-522-0255,http://www.organ.org,48113,113,Dallas County,Dallas,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Pancreas",-96.77178167,32.90947879,6,Region VI,Texas,TX,48,48113,"Dallas County, TX","Dallas, TX",Texas District 32,115,4832,75230,https://www.srtr.org/transplant-centers/medical-city-dallas-hospital-txhd/
Kidney,TXHH,TX1,"Memorial Hermann Hospital, University of Texas at Houston",6411 Fannin St,Houston,77030,713-704-4000,http://www.memorialhermann.org/locations/texasmedicalcenter/content.aspx?id=1080,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-95.39685313,29.71462141,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/memorial-hermann-hospital-university-of-texas-at-houston-txhh/
Pancreas,TXHH,TX1,"Memorial Hermann Hospital, University of Texas at Houston",6411 Fannin St,Houston,77030,713-704-4000,http://www.memorialhermann.org/locations/texasmedicalcenter/content.aspx?id=1080,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-95.39685313,29.71462141,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/memorial-hermann-hospital-university-of-texas-at-houston-txhh/
Liver,TXHH,TX1,"Memorial Hermann Hospital, University of Texas at Houston",6411 Fannin St,Houston,77030,713-704-4000,http://www.memorialhermann.org/locations/texasmedicalcenter/content.aspx?id=1080,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-95.39685313,29.71462141,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/memorial-hermann-hospital-university-of-texas-at-houston-txhh/
Intestine,TXHH,TX1,"Memorial Hermann Hospital, University of Texas at Houston",6411 Fannin St,Houston,77030,713-704-4000,http://www.memorialhermann.org/locations/texasmedicalcenter/content.aspx?id=1080,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-95.39685313,29.71462141,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/memorial-hermann-hospital-university-of-texas-at-houston-txhh/
Heart,TXHH,TX1,"Memorial Hermann Hospital, University of Texas at Houston",6411 Fannin St,Houston,77030,713-704-4000,http://www.memorialhermann.org/locations/texasmedicalcenter/content.aspx?id=1080,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-95.39685313,29.71462141,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/memorial-hermann-hospital-university-of-texas-at-houston-txhh/
Lung,TXHH,TX1,"Memorial Hermann Hospital, University of Texas at Houston",6411 Fannin St,Houston,77030,713-704-4000,http://www.memorialhermann.org/locations/texasmedicalcenter/content.aspx?id=1080,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-95.39685313,29.71462141,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/memorial-hermann-hospital-university-of-texas-at-houston-txhh/
Kidney,TXHI,TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,6720 Bertner Ave,Houston,77030,713-785-8537,http://www.stlukestexas.com/index.cfm,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung",-95.39916562,29.70868372,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/chi-st-lukes-health-baylor-college-of-medicine-medical-center-txhi/
Liver,TXHI,TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,6720 Bertner Ave,Houston,77030,713-785-8537,http://www.stlukestexas.com/index.cfm,45P003,LifeGift Organ Donation Center,2510 Westridge St,Houston,TX,Texas,77054-1508,713-523-4438,http://www.lifegift.org,48201,201,Harris County,Harris,County            ,6,Region VI,48,Texas,TX,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung",-95.39916562,29.70868372,6,Region VI,Texas,TX,48,48201,"Harris County, TX","Houston, TX",Texas District 09,115,4809,77030,https://www.srtr.org/transplant-centers/chi-st-lukes-health-baylor-college-of-medicine-medical-center-txhi/
